W,MFPT
0.01,0.23542127812426744
0.1,0.23554582740066887
1.0,0.2367806920893237
10.0,0.24813998791927164
100.0,0.3090249657085209
1000.0,0.3753323736042477
10000.0,0.38794451011901315
